bed	seed	seat0	seat1	x0	x1	share0
long-range	5	Tor	Meadow=Spur	13.1600	12.2838	0.517
long-range	5	Tor	Cairn	11.1000	12.6200	0.468
long-range	5	Tor	Delta=Ford	13.1600	9.7197	0.575
long-range	5	Tor	Range=Strait	13.1600	9.2081	0.588
long-range	5	Tor	Scarp	0.0000	13.1945	0.000
long-range	5	Cairn	Meadow=Spur	13.1600	12.2838	0.517
long-range	5	Cairn	Tor	12.2200	11.5400	0.514
long-range	5	Cairn	Delta=Ford	13.1600	9.7197	0.575
long-range	5	Cairn	Range=Strait	13.1600	9.2081	0.588
long-range	5	Cairn	Scarp	7.4600	13.1945	0.361
long-range	5	Delta=Ford	Meadow=Spur	13.1052	13.1483	0.499
long-range	5	Delta=Ford	Tor	10.2657	13.1600	0.438
long-range	5	Delta=Ford	Cairn	10.2657	13.1600	0.438
long-range	5	Delta=Ford	Range=Strait	13.1052	13.1544	0.499
long-range	5	Delta=Ford	Scarp	2.6210	13.1945	0.166
long-range	5	Range=Strait	Meadow=Spur	13.1544	13.1483	0.500
long-range	5	Range=Strait	Tor	9.2081	13.1600	0.412
long-range	5	Range=Strait	Cairn	9.2081	13.1600	0.412
long-range	5	Range=Strait	Delta=Ford	13.1544	13.1052	0.501
long-range	5	Range=Strait	Scarp	0.0000	13.1945	0.000
long-range	5	Scarp	Meadow=Spur	13.1945	0.0000	1.000
long-range	5	Scarp	Tor	13.1945	0.0000	1.000
long-range	5	Scarp	Cairn	13.1945	6.7200	0.663
long-range	5	Scarp	Delta=Ford	13.1945	1.5289	0.896
long-range	5	Scarp	Range=Strait	13.1945	0.0000	1.000
long-range	11	Meadow=Spur	Tor	12.1632	13.1600	0.480
long-range	11	Meadow=Spur	Cairn	12.1632	13.1600	0.480
long-range	11	Meadow=Spur	Delta=Ford	13.1483	13.1052	0.501
long-range	11	Meadow=Spur	Range=Strait	13.1483	13.1544	0.500
long-range	11	Meadow=Spur	Scarp	0.0000	13.1945	0.000
long-range	11	Tor	Meadow=Spur	13.1600	12.1230	0.521
long-range	11	Tor	Cairn	11.4400	12.5600	0.477
long-range	11	Tor	Delta=Ford	13.1600	10.1565	0.564
long-range	11	Tor	Range=Strait	13.1600	9.2081	0.588
long-range	11	Tor	Scarp	0.0000	13.1945	0.000
long-range	11	Cairn	Meadow=Spur	13.1600	12.1230	0.521
long-range	11	Cairn	Tor	12.5600	11.2600	0.527
long-range	11	Cairn	Delta=Ford	13.1600	10.1565	0.564
long-range	11	Cairn	Range=Strait	13.1600	9.2081	0.588
long-range	11	Cairn	Scarp	7.3600	13.1945	0.358
long-range	11	Delta=Ford	Meadow=Spur	13.1052	13.1483	0.499
long-range	11	Delta=Ford	Tor	10.1565	13.1600	0.436
long-range	11	Delta=Ford	Cairn	10.1565	13.1600	0.436
long-range	11	Delta=Ford	Range=Strait	13.1052	13.1544	0.499
long-range	11	Delta=Ford	Scarp	2.2934	13.1945	0.148
long-range	11	Range=Strait	Meadow=Spur	13.1544	13.1483	0.500
long-range	11	Range=Strait	Tor	10.5235	13.1600	0.444
long-range	11	Range=Strait	Cairn	10.5235	13.1600	0.444
long-range	11	Range=Strait	Delta=Ford	13.1544	13.1052	0.501
long-range	11	Range=Strait	Scarp	0.0000	13.1945	0.000
long-range	11	Scarp	Meadow=Spur	13.1945	0.0000	1.000
long-range	11	Scarp	Tor	13.1945	0.0000	1.000
long-range	11	Scarp	Cairn	13.1945	6.9200	0.656
long-range	11	Scarp	Delta=Ford	13.1945	0.5461	0.960
long-range	11	Scarp	Range=Strait	13.1945	0.0000	1.000
picket	1	Meadow=Spur	Tor	0.0000	4.0000	0.000
picket	1	Meadow=Spur	Cairn	0.0000	4.0000	0.000
picket	1	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	1	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	1	Meadow=Spur	Scarp	0.0000	7.0000	0.000
picket	1	Tor	Meadow=Spur	3.0000	0.0000	1.000
picket	1	Tor	Cairn	3.0000	4.0000	0.429
picket	1	Tor	Delta=Ford	3.0000	0.0000	1.000
picket	1	Tor	Range=Strait	3.0000	0.0000	1.000
picket	1	Tor	Scarp	3.0000	7.0000	0.300
picket	1	Cairn	Meadow=Spur	3.0000	0.0000	1.000
picket	1	Cairn	Tor	3.0000	4.0000	0.429
picket	1	Cairn	Delta=Ford	3.0000	0.0000	1.000
picket	1	Cairn	Range=Strait	3.0000	0.0000	1.000
picket	1	Cairn	Scarp	3.0000	7.0000	0.300
picket	1	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	1	Delta=Ford	Tor	0.0000	4.0000	0.000
picket	1	Delta=Ford	Cairn	0.0000	4.0000	0.000
picket	1	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	1	Delta=Ford	Scarp	0.0000	7.0000	0.000
picket	1	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	1	Range=Strait	Tor	0.0000	4.0000	0.000
picket	1	Range=Strait	Cairn	0.0000	4.0000	0.000
picket	1	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	1	Range=Strait	Scarp	0.0000	7.0000	0.000
picket	1	Scarp	Meadow=Spur	11.0000	0.0000	1.000
picket	1	Scarp	Tor	11.0000	4.0000	0.733
picket	1	Scarp	Cairn	11.0000	4.0000	0.733
picket	1	Scarp	Delta=Ford	11.0000	0.0000	1.000
picket	1	Scarp	Range=Strait	11.0000	0.0000	1.000
picket	7	Meadow=Spur	Tor	0.0000	4.0000	0.000
picket	7	Meadow=Spur	Cairn	0.0000	4.0000	0.000
picket	7	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	7	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	7	Meadow=Spur	Scarp	0.0000	7.0000	0.000
picket	7	Tor	Meadow=Spur	4.0000	0.0000	1.000
picket	7	Tor	Cairn	4.0000	4.0000	0.500
picket	7	Tor	Delta=Ford	4.0000	0.0000	1.000
picket	7	Tor	Range=Strait	4.0000	0.0000	1.000
picket	7	Tor	Scarp	4.0000	7.0000	0.364
picket	7	Cairn	Meadow=Spur	4.0000	0.0000	1.000
picket	7	Cairn	Tor	4.0000	4.0000	0.500
picket	7	Cairn	Delta=Ford	4.0000	0.0000	1.000
picket	7	Cairn	Range=Strait	4.0000	0.0000	1.000
picket	7	Cairn	Scarp	4.0000	7.0000	0.364
picket	7	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	7	Delta=Ford	Tor	0.0000	4.0000	0.000
picket	7	Delta=Ford	Cairn	0.0000	4.0000	0.000
picket	7	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	7	Delta=Ford	Scarp	0.0000	7.0000	0.000
picket	7	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	7	Range=Strait	Tor	0.0000	4.0000	0.000
picket	7	Range=Strait	Cairn	0.0000	4.0000	0.000
picket	7	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	7	Range=Strait	Scarp	0.0000	8.0000	0.000
picket	7	Scarp	Meadow=Spur	7.0000	0.0000	1.000
picket	7	Scarp	Tor	7.0000	4.0000	0.636
picket	7	Scarp	Cairn	7.0000	4.0000	0.636
picket	7	Scarp	Delta=Ford	7.0000	0.0000	1.000
picket	7	Scarp	Range=Strait	7.0000	0.0000	1.000
picket	42	Meadow=Spur	Tor	0.0000	2.0000	0.000
picket	42	Meadow=Spur	Cairn	0.0000	2.0000	0.000
picket	42	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	42	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	42	Meadow=Spur	Scarp	0.0000	12.0000	0.000
picket	42	Tor	Meadow=Spur	3.0000	0.0000	1.000
picket	42	Tor	Cairn	3.0000	2.0000	0.600
picket	42	Tor	Delta=Ford	3.0000	0.0000	1.000
picket	42	Tor	Range=Strait	3.0000	0.0000	1.000
picket	42	Tor	Scarp	3.0000	12.0000	0.200
picket	42	Cairn	Meadow=Spur	3.0000	0.0000	1.000
picket	42	Cairn	Tor	3.0000	2.0000	0.600
picket	42	Cairn	Delta=Ford	3.0000	0.0000	1.000
picket	42	Cairn	Range=Strait	3.0000	0.0000	1.000
picket	42	Cairn	Scarp	3.0000	12.0000	0.200
picket	42	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	42	Delta=Ford	Tor	0.0000	2.0000	0.000
picket	42	Delta=Ford	Cairn	0.0000	2.0000	0.000
picket	42	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	42	Delta=Ford	Scarp	0.0000	12.0000	0.000
picket	42	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	42	Range=Strait	Tor	0.0000	2.0000	0.000
picket	42	Range=Strait	Cairn	0.0000	2.0000	0.000
picket	42	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	42	Range=Strait	Scarp	0.0000	12.0000	0.000
picket	42	Scarp	Meadow=Spur	4.0000	0.0000	1.000
picket	42	Scarp	Tor	4.0000	2.0000	0.667
picket	42	Scarp	Cairn	4.0000	2.0000	0.667
picket	42	Scarp	Delta=Ford	4.0000	0.0000	1.000
picket	42	Scarp	Range=Strait	4.0000	0.0000	1.000
picket	31337	Meadow=Spur	Tor	0.0000	5.0000	0.000
picket	31337	Meadow=Spur	Cairn	0.0000	5.0000	0.000
picket	31337	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	31337	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	31337	Meadow=Spur	Scarp	0.0000	8.0000	0.000
picket	31337	Tor	Meadow=Spur	3.0000	0.0000	1.000
picket	31337	Tor	Cairn	3.0000	5.0000	0.375
picket	31337	Tor	Delta=Ford	3.0000	0.0000	1.000
picket	31337	Tor	Range=Strait	3.0000	0.0000	1.000
picket	31337	Tor	Scarp	3.0000	8.0000	0.273
picket	31337	Cairn	Meadow=Spur	3.0000	0.0000	1.000
picket	31337	Cairn	Tor	3.0000	5.0000	0.375
picket	31337	Cairn	Delta=Ford	3.0000	0.0000	1.000
picket	31337	Cairn	Range=Strait	3.0000	0.0000	1.000
picket	31337	Cairn	Scarp	3.0000	8.0000	0.273
picket	31337	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	31337	Delta=Ford	Tor	0.0000	5.0000	0.000
picket	31337	Delta=Ford	Cairn	0.0000	5.0000	0.000
picket	31337	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	31337	Delta=Ford	Scarp	0.0000	8.0000	0.000
picket	31337	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	31337	Range=Strait	Tor	0.0000	5.0000	0.000
picket	31337	Range=Strait	Cairn	0.0000	5.0000	0.000
picket	31337	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	31337	Range=Strait	Scarp	0.0000	8.0000	0.000
picket	31337	Scarp	Meadow=Spur	11.0000	0.0000	1.000
picket	31337	Scarp	Tor	11.0000	5.0000	0.688
picket	31337	Scarp	Cairn	11.0000	5.0000	0.688
picket	31337	Scarp	Delta=Ford	11.0000	0.0000	1.000
picket	31337	Scarp	Range=Strait	11.0000	0.0000	1.000
picket	2	Meadow=Spur	Tor	0.0000	3.0000	0.000
picket	2	Meadow=Spur	Cairn	0.0000	3.0000	0.000
picket	2	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	2	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	2	Meadow=Spur	Scarp	0.0000	6.0000	0.000
picket	2	Tor	Meadow=Spur	2.0000	0.0000	1.000
picket	2	Tor	Cairn	2.0000	3.0000	0.400
picket	2	Tor	Delta=Ford	2.0000	0.0000	1.000
picket	2	Tor	Range=Strait	2.0000	0.0000	1.000
picket	2	Tor	Scarp	2.0000	6.0000	0.250
picket	2	Cairn	Meadow=Spur	2.0000	0.0000	1.000
picket	2	Cairn	Tor	2.0000	3.0000	0.400
picket	2	Cairn	Delta=Ford	2.0000	0.0000	1.000
picket	2	Cairn	Range=Strait	2.0000	0.0000	1.000
picket	2	Cairn	Scarp	2.0000	6.0000	0.250
picket	2	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	2	Delta=Ford	Tor	0.0000	3.0000	0.000
picket	2	Delta=Ford	Cairn	0.0000	3.0000	0.000
picket	2	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	2	Delta=Ford	Scarp	0.0000	6.0000	0.000
picket	2	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	2	Range=Strait	Tor	0.0000	3.0000	0.000
picket	2	Range=Strait	Cairn	0.0000	3.0000	0.000
picket	2	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	2	Range=Strait	Scarp	0.0000	6.0000	0.000
picket	2	Scarp	Meadow=Spur	7.0000	0.0000	1.000
picket	2	Scarp	Tor	7.0000	3.0000	0.700
picket	2	Scarp	Cairn	7.0000	3.0000	0.700
picket	2	Scarp	Delta=Ford	7.0000	0.0000	1.000
picket	2	Scarp	Range=Strait	7.0000	0.0000	1.000
picket	3	Meadow=Spur	Tor	0.0000	6.0000	0.000
picket	3	Meadow=Spur	Cairn	0.0000	6.0000	0.000
picket	3	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	3	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	3	Meadow=Spur	Scarp	0.0000	7.0000	0.000
picket	3	Tor	Meadow=Spur	8.0000	0.0000	1.000
picket	3	Tor	Cairn	8.0000	6.0000	0.571
picket	3	Tor	Delta=Ford	8.0000	0.0000	1.000
picket	3	Tor	Range=Strait	8.0000	0.0000	1.000
picket	3	Tor	Scarp	8.0000	7.0000	0.533
picket	3	Cairn	Meadow=Spur	8.0000	0.0000	1.000
picket	3	Cairn	Tor	8.0000	6.0000	0.571
picket	3	Cairn	Delta=Ford	8.0000	0.0000	1.000
picket	3	Cairn	Range=Strait	8.0000	0.0000	1.000
picket	3	Cairn	Scarp	8.0000	7.0000	0.533
picket	3	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	3	Delta=Ford	Tor	0.0000	6.0000	0.000
picket	3	Delta=Ford	Cairn	0.0000	6.0000	0.000
picket	3	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	3	Delta=Ford	Scarp	0.0000	7.0000	0.000
picket	3	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	3	Range=Strait	Tor	0.0000	6.0000	0.000
picket	3	Range=Strait	Cairn	0.0000	6.0000	0.000
picket	3	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	3	Range=Strait	Scarp	0.0000	7.0000	0.000
picket	3	Scarp	Meadow=Spur	14.0000	0.0000	1.000
picket	3	Scarp	Tor	14.0000	6.0000	0.700
picket	3	Scarp	Cairn	14.0000	6.0000	0.700
picket	3	Scarp	Delta=Ford	14.0000	0.0000	1.000
picket	3	Scarp	Range=Strait	14.0000	0.0000	1.000
picket	5	Meadow=Spur	Tor	0.0000	2.0000	0.000
picket	5	Meadow=Spur	Cairn	0.0000	2.0000	0.000
picket	5	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	5	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	5	Meadow=Spur	Scarp	0.0000	8.0000	0.000
picket	5	Tor	Meadow=Spur	2.0000	0.0000	1.000
picket	5	Tor	Cairn	2.0000	2.0000	0.500
picket	5	Tor	Delta=Ford	2.0000	0.0000	1.000
picket	5	Tor	Range=Strait	2.0000	0.0000	1.000
picket	5	Tor	Scarp	2.0000	8.0000	0.200
picket	5	Cairn	Meadow=Spur	2.0000	0.0000	1.000
picket	5	Cairn	Tor	2.0000	2.0000	0.500
picket	5	Cairn	Delta=Ford	2.0000	0.0000	1.000
picket	5	Cairn	Range=Strait	2.0000	0.0000	1.000
picket	5	Cairn	Scarp	2.0000	8.0000	0.200
picket	5	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	5	Delta=Ford	Tor	0.0000	2.0000	0.000
picket	5	Delta=Ford	Cairn	0.0000	2.0000	0.000
picket	5	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	5	Delta=Ford	Scarp	0.0000	8.0000	0.000
picket	5	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	5	Range=Strait	Tor	0.0000	2.0000	0.000
picket	5	Range=Strait	Cairn	0.0000	2.0000	0.000
picket	5	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	5	Range=Strait	Scarp	0.0000	8.0000	0.000
picket	5	Scarp	Meadow=Spur	9.0000	0.0000	1.000
picket	5	Scarp	Tor	9.0000	2.0000	0.818
picket	5	Scarp	Cairn	9.0000	2.0000	0.818
picket	5	Scarp	Delta=Ford	9.0000	0.0000	1.000
picket	5	Scarp	Range=Strait	8.0000	0.0000	1.000
picket	11	Meadow=Spur	Tor	0.0000	3.0000	0.000
picket	11	Meadow=Spur	Cairn	0.0000	3.0000	0.000
picket	11	Meadow=Spur	Delta=Ford	0.0000	0.0000	0.500
picket	11	Meadow=Spur	Range=Strait	0.0000	0.0000	0.500
picket	11	Meadow=Spur	Scarp	0.0000	11.0000	0.000
picket	11	Tor	Meadow=Spur	3.0000	0.0000	1.000
picket	11	Tor	Cairn	3.0000	3.0000	0.500
picket	11	Tor	Delta=Ford	3.0000	0.0000	1.000
picket	11	Tor	Range=Strait	3.0000	0.0000	1.000
picket	11	Tor	Scarp	3.0000	11.0000	0.214
picket	11	Cairn	Meadow=Spur	3.0000	0.0000	1.000
picket	11	Cairn	Tor	3.0000	3.0000	0.500
picket	11	Cairn	Delta=Ford	3.0000	0.0000	1.000
picket	11	Cairn	Range=Strait	3.0000	0.0000	1.000
picket	11	Cairn	Scarp	3.0000	11.0000	0.214
picket	11	Delta=Ford	Meadow=Spur	0.0000	0.0000	0.500
picket	11	Delta=Ford	Tor	0.0000	3.0000	0.000
picket	11	Delta=Ford	Cairn	0.0000	3.0000	0.000
picket	11	Delta=Ford	Range=Strait	0.0000	0.0000	0.500
picket	11	Delta=Ford	Scarp	0.0000	11.0000	0.000
picket	11	Range=Strait	Meadow=Spur	0.0000	0.0000	0.500
picket	11	Range=Strait	Tor	0.0000	3.0000	0.000
picket	11	Range=Strait	Cairn	0.0000	3.0000	0.000
picket	11	Range=Strait	Delta=Ford	0.0000	0.0000	0.500
picket	11	Range=Strait	Scarp	0.0000	11.0000	0.000
picket	11	Scarp	Meadow=Spur	3.0000	0.0000	1.000
picket	11	Scarp	Tor	4.0000	3.0000	0.571
picket	11	Scarp	Cairn	4.0000	3.0000	0.571
picket	11	Scarp	Delta=Ford	3.0000	0.0000	1.000
picket	11	Scarp	Range=Strait	4.0000	0.0000	1.000
colonizer	1	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	1	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	1	Meadow=Spur	Delta=Ford	0.0000	70.0000	0.000
colonizer	1	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	1	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	1	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	1	Tor	Cairn	0.0000	0.0000	0.500
colonizer	1	Tor	Delta=Ford	0.0000	70.0000	0.000
colonizer	1	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	1	Tor	Scarp	0.0000	12.0000	0.000
colonizer	1	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	1	Cairn	Tor	0.0000	0.0000	0.500
colonizer	1	Cairn	Delta=Ford	0.0000	70.0000	0.000
colonizer	1	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	1	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	1	Delta=Ford	Meadow=Spur	79.0000	0.0000	1.000
colonizer	1	Delta=Ford	Tor	79.0000	0.0000	1.000
colonizer	1	Delta=Ford	Cairn	79.0000	0.0000	1.000
colonizer	1	Delta=Ford	Range=Strait	79.0000	10.0000	0.888
colonizer	1	Delta=Ford	Scarp	79.0000	12.0000	0.868
colonizer	1	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	1	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	1	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	1	Range=Strait	Delta=Ford	10.0000	70.0000	0.125
colonizer	1	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	1	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	1	Scarp	Tor	12.0000	0.0000	1.000
colonizer	1	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	1	Scarp	Delta=Ford	12.0000	70.0000	0.146
colonizer	1	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	7	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	7	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	7	Meadow=Spur	Delta=Ford	0.0000	70.0000	0.000
colonizer	7	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	7	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	7	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	7	Tor	Cairn	0.0000	0.0000	0.500
colonizer	7	Tor	Delta=Ford	0.0000	70.0000	0.000
colonizer	7	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	7	Tor	Scarp	0.0000	12.0000	0.000
colonizer	7	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	7	Cairn	Tor	0.0000	0.0000	0.500
colonizer	7	Cairn	Delta=Ford	0.0000	70.0000	0.000
colonizer	7	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	7	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	7	Delta=Ford	Meadow=Spur	78.0000	0.0000	1.000
colonizer	7	Delta=Ford	Tor	78.0000	0.0000	1.000
colonizer	7	Delta=Ford	Cairn	78.0000	0.0000	1.000
colonizer	7	Delta=Ford	Range=Strait	78.0000	10.0000	0.886
colonizer	7	Delta=Ford	Scarp	78.0000	12.0000	0.867
colonizer	7	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	7	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	7	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	7	Range=Strait	Delta=Ford	10.0000	70.0000	0.125
colonizer	7	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	7	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	7	Scarp	Tor	12.0000	0.0000	1.000
colonizer	7	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	7	Scarp	Delta=Ford	12.0000	70.0000	0.146
colonizer	7	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	42	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	42	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	42	Meadow=Spur	Delta=Ford	0.0000	78.0000	0.000
colonizer	42	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	42	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	42	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	42	Tor	Cairn	0.0000	0.0000	0.500
colonizer	42	Tor	Delta=Ford	0.0000	78.0000	0.000
colonizer	42	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	42	Tor	Scarp	0.0000	12.0000	0.000
colonizer	42	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	42	Cairn	Tor	0.0000	0.0000	0.500
colonizer	42	Cairn	Delta=Ford	0.0000	78.0000	0.000
colonizer	42	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	42	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	42	Delta=Ford	Meadow=Spur	78.0000	0.0000	1.000
colonizer	42	Delta=Ford	Tor	78.0000	0.0000	1.000
colonizer	42	Delta=Ford	Cairn	78.0000	0.0000	1.000
colonizer	42	Delta=Ford	Range=Strait	78.0000	10.0000	0.886
colonizer	42	Delta=Ford	Scarp	78.0000	12.0000	0.867
colonizer	42	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	42	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	42	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	42	Range=Strait	Delta=Ford	10.0000	78.0000	0.114
colonizer	42	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	42	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	42	Scarp	Tor	12.0000	0.0000	1.000
colonizer	42	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	42	Scarp	Delta=Ford	12.0000	78.0000	0.133
colonizer	42	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	31337	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	31337	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	31337	Meadow=Spur	Delta=Ford	0.0000	78.0000	0.000
colonizer	31337	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	31337	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	31337	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	31337	Tor	Cairn	0.0000	0.0000	0.500
colonizer	31337	Tor	Delta=Ford	0.0000	78.0000	0.000
colonizer	31337	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	31337	Tor	Scarp	0.0000	12.0000	0.000
colonizer	31337	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	31337	Cairn	Tor	0.0000	0.0000	0.500
colonizer	31337	Cairn	Delta=Ford	0.0000	78.0000	0.000
colonizer	31337	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	31337	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	31337	Delta=Ford	Meadow=Spur	79.0000	0.0000	1.000
colonizer	31337	Delta=Ford	Tor	79.0000	0.0000	1.000
colonizer	31337	Delta=Ford	Cairn	79.0000	0.0000	1.000
colonizer	31337	Delta=Ford	Range=Strait	79.0000	10.0000	0.888
colonizer	31337	Delta=Ford	Scarp	79.0000	12.0000	0.868
colonizer	31337	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	31337	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	31337	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	31337	Range=Strait	Delta=Ford	10.0000	78.0000	0.114
colonizer	31337	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	31337	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	31337	Scarp	Tor	12.0000	0.0000	1.000
colonizer	31337	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	31337	Scarp	Delta=Ford	12.0000	78.0000	0.133
colonizer	31337	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	2	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	2	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	2	Meadow=Spur	Delta=Ford	0.0000	78.0000	0.000
colonizer	2	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	2	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	2	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	2	Tor	Cairn	0.0000	0.0000	0.500
colonizer	2	Tor	Delta=Ford	0.0000	78.0000	0.000
colonizer	2	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	2	Tor	Scarp	0.0000	12.0000	0.000
colonizer	2	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	2	Cairn	Tor	0.0000	0.0000	0.500
colonizer	2	Cairn	Delta=Ford	0.0000	78.0000	0.000
colonizer	2	Cairn	Range=Strait	0.0000	10.0000	0.000
